	file_path	file	sentence_id	text	tokenized_text	proper_nouns	length	batch	translation
10	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p5.s3	Následující body se přeznačí, to znamená návrh zasedacího pořádku by byl bod číslo 3.	Následující body se přeznačí , to znamená návrh zasedacího pořádku by byl bod číslo 3 .	{}	14	1	The following points are marked, which means a draft seating order would be point 3.
11	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p6.s1	Chci se zeptat, zda je zde námitka z pléna proti tomu, abychom to takto upravili a takto upravený materiál hlasovali, či ne, a budeme o mých návrzích hlasovat.	Chci se zeptat , zda je zde námitka z pléna proti tomu , aby bychom to takto upravili a takto upravený materiál hlasovali , či ne , a budeme o mých návrzích hlasovat .	{}	28	1	I would like to ask whether or not there is an objection from the diaper to this amendment and to vote on my proposals, and we will vote on it.
12	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p6.s2	Vyhovuje.	Vyhovuje .	{}	1	1	It's okay.
13	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p6.s3	Není zde námitky.	Není zde námitky .	{}	3	1	There's no objection.
14	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p6.s4	Výborně.	Výborně .	{}	1	1	Excellent.
15	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p6.s5	Tak já přece jen otevřu rozpravu k tomuto bodu.	Tak já přece jen otevřu rozpravu k tomuto bodu .	{}	9	1	Then I will open the debate on this point after all.
16	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p6.s6	Zeptám se, zda se někdo hlásí.	Zeptám se , zda se někdo hlásí .	{}	6	1	I'll ask if anyone's checking in.
17	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p6.s7	Nikdo se do ní nehlásí.	Nikdo se do ní nehlásí .	{}	5	1	No one's checking in.
18	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p7.s1	Navrhuji, abychom hlasovali o usnesení ve znění, které jsem přednesl.	Navrhuji , aby bychom hlasovali o usnesení ve znění , které jsem přednesl .	{}	10	1	I propose that we vote on the resolution that I have tabled.
19	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p8.s1	Zahájím hlasování.	Zahájím hlasování .	{}	2	1	I'll start the vote.
20	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p8.s2	Zeptám se, kdo je pro, ať stiskne tlačítko a zvedne ruku.	Zeptám se , kdo je pro , ať stiskne tlačítko a zvedne ruku .	{}	11	1	I'll ask who's in favor of pressing the button and raising his hand.
21	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p8.s3	Kdo je proti?	Kdo je proti ?	{}	3	1	Who's against it?
22	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p9.s1	Hlasování má číslo 23.	Hlasování má číslo 23 .	{}	4	1	The vote is number 23.
23	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p9.s2	Přihlášeno je 182, pro 172, proti nikdo.	Přihlášeno je 182 , pro 172 , proti nikdo .	{}	7	1	It's logged in 182, for 172, against no one.
24	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p9.s3	Usnesení bylo přijato.	Usnesení bylo přijato .	{}	3	1	The resolution was adopted.
25	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p10.s1	Prosím, nikam neutíkejte.	Prosím , nikam neutíkejte .	{}	3	1	Please don't run away.
26	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p10.s2	Tato pozvánka vám bude rozdána přes poslanecké kluby.	Tato pozvánka vám bude rozdána přes poslanecké kluby .	{}	8	1	This invitation will be distributed to you through the parliamentary clubs.
27	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p10.s3	Já bych poprosil v této fázi pana předsedu volební komise, aby se na základě toho, že jsme doplnili bod volba místopředsedy Sněmovny, ujal své role a vyhlásil příslušné lhůty.	Já bych poprosil v této fázi pana předsedu volební komise , aby by se na základě toho , že jsme doplnili bod volba místopředsedy Sněmovny , ujal své role a vyhlásil příslušné lhůty .	{}	29	1	At this stage, I would like to ask the President of the Election Commission to take up his role and declare the relevant time limits on the basis of the completion of the decision by the Vice-President of the House.
28	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u1.p10.s4	Prosím, pane předsedo, máte slovo.	Prosím , pane předsedo , máte slovo .	{}	5	1	Please, Mr. Chairman, you have the floor.
29	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u2.p1.s1	Děkuji a dobrý večer dnes už naposledy na tomto místě.	Děkuji a dobrý večer dnes už naposledy na tomto místě .	{}	10	1	Thank you and good evening for the last time in this place.
30	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u2.p2.s1	Vážené kolegyně, vážení kolegové, připomenu, že volební komise, o tom jsme vás již informovali, stanovila lhůtu pro podávání návrhů na členy výborů, platí tedy pondělí 2. prosince do 18 hodin, a na základě předchozího hlasování a úpravy programu 2. schůze platí stejná lhůta pro podávání návrhů na druhou volbu místopředsedy.	Vážené kolegyně , vážení kolegové , připomenu , že volební komise , o tom jsme vás již informovali , stanovila lhůtu pro podávání návrhů na členy výborů , platí tedy pondělí 2 . prosince do 18 hodin , a na základě předchozího hlasování a úpravy programu 2 . schůze platí stejná lhůta pro podávání návrhů na druhou volbu místopředsedy .	{}	50	1	Ladies and gentlemen, I will remind you that the electoral committee, which we have already informed you of, has set a deadline for the submission of proposals to committee members, so that Monday, 2 December, by 18 o'clock, and on the basis of the previous vote and the modification of the agenda of the 2nd meeting, the same time limit applies for the submission of proposals to the second choice of Vice-President.
31	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u2.p2.s2	Ještě jednou to zopakuji: Stejná lhůta platí pro podávání návrhů na kandidáty na druhou volbu místopředsedy, tedy ono jedno místo, které jsme zatím neobsadili.	Ještě jednou to zopakuji : Stejná lhůta platí pro podávání návrhů na kandidáty na druhou volbu místopředsedy , tedy ono jedno místo , které jsme zatím neobsadili .	{}	24	1	I will repeat this once again: The same deadline applies for the submission of proposals for candidates for the second choice of Vice-President, that is, one place that we have not yet occupied.
32	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u2.p2.s3	Poprosím, abyste ty návrhy dodali opět do sekretariátu volební komise, místnosti 209A zde ve Sněmovní ulici, do 2. prosince do 18 hodin.	Poprosím , aby byste ty návrhy dodali opět do sekretariátu volební komise , místnosti 209 A zde ve Sněmovní ulici , do 2 . prosince do 18 hodin .	{}	22	1	I would like you to return these proposals to the Secretariat of the Election Commission, room 209A here at House Street, until 2 December until 6 pm.
33	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u2.p2.s4	Děkuji.	Děkuji .	{}	1	1	Thank you.
34	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u3.p1.s1	Také děkuji.	Také děkuji .	{}	2	1	Thank you, too.
35	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u3.p1.s2	Konstatuji, že jsme projednali všechny body této schůze.	Konstatuji , že jsme projednali všechny body této schůze .	{}	8	1	I'm saying that we've discussed all the points of this meeting.
36	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u3.p1.s3	Tím pádem končím bod 21, končím i tuto schůzi.	Tím pádem končím bod 21 , končím i tuto schůzi .	{}	9	1	That concludes item 21. I'm done with this meeting.
37	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u3.p1.s4	Přeji vám příjemný zbytek večera a upozorňuji, že v předsálí u prezence jsou připraveny vaše poslanecké průkazy tak, abyste si je mohli vyzvednout.	Přeji vám příjemný zbytek večera a upozorňuji , že v předsálí u prezence jsou připraveny vaše poslanecké průkazy tak , aby byste si je mohli vyzvednout .	{}	23	1	I wish you a pleasant rest of the evening, and I would like to inform you that your IDs are prepared in front of the presentation so that you can pick them up.
38	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u3.p1.s5	Ti z vás, kteří chtějí poslanecký průkaz, tak prosím u prezence.	Ti z vás , kteří chtějí poslanecký průkaz , tak prosím u prezence .	{}	11	1	Those of you who want an I.D., please.
39	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.conllu	ParlaMint-CZ_2013-11-27-ps2013-001-02-016-021.u3.p2.s1	Děkuji za spolupráci a brzy na shledanou.	Děkuji za spolupráci a brzy na shledanou .	{}	7	1	Thank you for your cooperation and I'll see you soon.
40	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.u1.p1.s1	22.	22 .	{}	1	1	22.
41	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.u1.p1.s2	Vládní návrh zákona, kterým se mění zákon č. 62/2003 Sb., o volbách do Evropského parlamentu a o změně některých zákonů, ve znění pozdějších předpisů, a některé další zákony /sněmovní tisk 13/ -	Vládní návrh zákona , kterým se mění zákon č . 62 / 2003 Sb . , o volbách do Evropského parlamentu a o změně některých zákonů , ve znění pozdějších předpisů , a některé další zákony / sněmovní tisk 13 / -	{}	32	1	Government bill amending Act No. 62/2003 Coll., on elections to the European Parliament and on the amendment of certain laws, as amended, and some other laws / House printing 13/ -
42	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.u1.p1.s3	prvé čtení podle § 90 odst. 2	prvé čtení podle § 90 odst . 2	{}	7	1	First reading pursuant to § 90 para. 2
43	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.u1.p2.s1	Prosím, aby předložený návrh za navrhovatele uvedl místopředseda vlády a ministr vnitra v demisi Martin Pecina.	Prosím , aby by předložený návrh za navrhovatele uvedl místopředseda vlády a ministr vnitra v demisi Martin Pecina .	{16: ['Martin', 'Martin'], 17: ['Pecina', 'Pecina']}	16	1	I ask that the proposal submitted for the plaintiffs be mentioned by the Deputy Prime Minister and the Minister of the Interior in the resignation of Martin Pecina.
44	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.u1.p2.s2	Prosím, pane ministře, máte slovo.	Prosím , pane ministře , máte slovo .	{}	5	1	Please, Minister, you have the floor.
45	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.u2.p1.s1	Děkuji, pane místopředsedo.	Děkuji , pane místopředsedo .	{}	3	1	Thank you, Mr. Vice-President.
46	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.u2.p1.s2	Vážené paní poslankyně, vážení páni poslanci, dovolte mi, abych stručně uvedl návrh zákona, kterým se mění zákon o volbách do Evropského parlamentu a některé další zákony.	Vážené paní poslankyně , vážení páni poslanci , dovolte mi , aby bych stručně uvedl návrh zákona , kterým se mění zákon o volbách do Evropského parlamentu a některé další zákony .	{}	26	1	Ladies and gentlemen, let me briefly mention the bill amending the Act on elections to the European Parliament and certain other laws.
47	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.u2.p2.s1	Návrh reaguje především na přijetí směrnice Evropské unie týkající se pravidel pro výkon práva být volen ve volbách do Evropského parlamentu.	Návrh reaguje především na přijetí směrnice Evropské unie týkající se pravidel pro výkon práva být volen ve volbách do Evropského parlamentu .	{}	21	1	In particular, the proposal responds to the adoption of a European Union directive on rules for the exercise of the right to be elected in elections to the European Parliament.
48	/home/tajak/Parlamint-translation/Source-data/ParlaMint-CZ.conllu/ParlaMint-CZ.conllu/2013/ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.conllu	ParlaMint-CZ_2013-12-10-ps2013-004-01-014-022.u2.p2.s2	Vytvářejí se lepší podmínky pro kandidaturu ve volbách do Evropského parlamentu pro občany Unie, kteří se rozhodnou kandidovat v jiném než domovském členském státě.	Vytvářejí se lepší podmínky pro kandidaturu ve volbách do Evropského parlamentu pro občany Unie , kteří se rozhodnou kandidovat v jiném než domovském členském státě .	{}	24	1	Better conditions are created for candidacy in elections to the European Parliament for citizens of the Union who decide to run in a non-home Member State.
